VM,Powerstate,Template,SRM Placeholder,Config status,DNS Name,Connection state,Guest state,Heartbeat,Consolidation Needed,PowerOn,Suspend time,Creation date,Change Version,# CPU,Memory,NICs,Disks,min Required EVC Mode Key ,Latency Sensitivity,EnableUUID,CBT,Primary IP Address,Network #1,Network #2,Network #3,Network #4,Network #5,Network #6,Network #7,Network #8,Num Monitors,Video Ram KiB,Resource pool,Folder,vApp,DAS protection,FT State,FT Latency,FT Bandwidth,FT Sec. Latency,Provisioned MiB,In Use MiB,Unshared MiB,HA Restart Priority,HA Isolation Response,HA VM Monitoring,Cluster rule(s),Cluster rule name(s),Boot Required,Boot delay,Boot retry delay,Boot retry enabled,Boot BIOS setup,Firmware,HW version,HW upgrade status,HW upgrade policy,HW target,Path,Log directory,Snapshot directory,Suspend directory,Annotation,NB_LAST_BACKUP,Datacenter,Cluster,Host,OS according to the configuration file,OS according to the VMware Tools,VM ID,VM UUID,VI SDK Server type,VI SDK API Version,VMs,VI SDK Server,VI SDK UUID
ecbrprmd1,poweredOn,False,False,green,ecbrprmd1,connected,running,green,False,2025-06-12 21:19:18,,2024-03-13 17:39:36,2025-07-09 01:35:23,4,20480,0,2,intel-haswell,normal,,True,172.20.55.115,,,,,,,,,,,/DCP/Cluster_Quito/Resources,/DCP,,True,notConfigured,gray,-1,-1,73731,35132,35129,,,,,,False,500,10000,False,False,efi,19,none,never,,[DataStore_Aplicacion_1_UIO] ecbrprmd1/ecbrprmd1.vmx,[DataStore_Aplicacion_1_UIO] ecbrprmd1/,[DataStore_Aplicacion_1_UIO] ecbrprmd1/,[DataStore_Aplicacion_1_UIO] ecbrprmd1/,,"Sat Jul  5 08:00:14 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_1",DCP,Cluster_Quito,ecbrprsx20.bgr.com,Red Hat Enterprise Linux 8 (64-bit),Red Hat Enterprise Linux 8 (64-bit),vm-12030,422e7e7c-a8e3-f7ee-1c32-7db70a240604,VMware vCenter Server 8.0.3 build-24322831,,,172.20.1.174,172.20.1.174
ecbrprmd3,poweredOn,False,False,green,ecbrprmd3,connected,running,green,False,2025-06-12 16:22:40,,2025-06-09 14:56:28,2025-06-22 20:08:53,4,16384,0,2,intel-haswell,normal,,,172.20.55.153,,,,,,,,,,,/DCP/Cluster_Quito/Resources,/DCP,,True,notConfigured,gray,-1,-1,87041,11045,11044,,,,,,False,0,10000,False,False,efi,21,none,never,,[DataStore_Aplicacion_1_UIO] ecbrprmd3/ecbrprmd3.vmx,[DataStore_Aplicacion_1_UIO] ecbrprmd3/,[DataStore_Aplicacion_1_UIO] ecbrprmd3/,[DataStore_Aplicacion_1_UIO] ecbrprmd3/,,,DCP,Cluster_Quito,ecbrprsx21.bgr.com,Red Hat Enterprise Linux 9 (64-bit),Red Hat Enterprise Linux 9 (64-bit),vm-54812,422e650d-826c-d273-2d71-b15d42c0c4d1,VMware vCenter Server 8.0.3 build-24322831,,,172.20.1.174,172.20.1.174
ecbrprmn01,poweredOn,False,False,green,localhost,connected,running,green,False,2025-02-15 15:47:50,,2020-01-16 07:12:36,2025-06-16 19:57:28,4,11264,0,3,intel-haswell,normal,,True,172.20.55.150,,,,,,,,,,,/DCP/Cluster_Quito/Resources,/DCP,,True,notConfigured,gray,-1,-1,272388,219384,219380,,,,,,False,0,10000,False,False,bios,7,none,never,,[DataStore_Aplicacion_2_UIO] ecbrprmn01/ecbrprmn01.vmx,[DataStore_Aplicacion_2_UIO] ecbrprmn01/,[DataStore_Aplicacion_2_UIO] ecbrprmn01/,[DataStore_Aplicacion_2_UIO] ecbrprmn01/,,"Sat Jul  5 18:00:19 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_2",DCP,Cluster_Quito,ecbrprsx15.bgr.com,SUSE Linux Enterprise 11 (64-bit),SUSE Linux Enterprise 11 (64-bit),vm-461,423ee0a8-3c46-e5b7-8160-52226f1a46ca,VMware vCenter Server 8.0.3 build-24322831,,,172.20.1.174,172.20.1.174
ecbrprnbk03,poweredOn,False,False,green,ecbrprnbk03.bgr.com,connected,running,green,False,2025-05-18 00:30:47,,2024-08-05 16:30:09,2025-06-20 19:50:49,12,16384,0,2,intel-haswell,normal,True,True,172.20.65.204,,,,,,,,,,,/DCP/Cluster_Quito/Resources,/DCP,,True,notConfigured,gray,-1,-1,204807,99001,98993,,,,,,False,0,10000,False,False,efi,19,none,never,,[DataStore_Aplicacion_1_UIO] ecbrprnbk03/ecbrprnbk03.vmx,[DataStore_Aplicacion_1_UIO] ecbrprnbk03/,[DataStore_Aplicacion_1_UIO] ecbrprnbk03/,[DataStore_Aplicacion_1_UIO] ecbrprnbk03/,,"Wed Jul  9 00:08:15 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_02",DCP,Cluster_Quito,ecbrprsx22.bgr.com,Microsoft Windows Server 2022 (64-bit),Microsoft Windows Server 2022 (64-bit),vm-18556,422e3985-344e-3676-4650-eb560d27b322,VMware vCenter Server 8.0.3 build-24322831,,,172.20.1.174,172.20.1.174
ecbrprpocq03,poweredOn,False,False,green,ECBRPRPOCQ03.bgr.com,connected,running,green,False,2025-07-08 16:43:57,,2025-07-08 10:00:24,2025-07-08 10:15:24,8,16384,0,7,intel-haswell,normal,True,,172.20.1.127,,,,,,,,,,,/DCP/Cluster_Quito/Resources,/DCP,,True,notConfigured,gray,-1,-1,983040,29880,29879,,,,,,False,0,10000,False,False,efi,19,none,never,,[DataStore_BDD_Std_UIO] ecbrprpocq03/ecbrprpocq03.vmx,[DataStore_BDD_Std_UIO] ecbrprpocq03/,[DataStore_BDD_Std_UIO] ecbrprpocq03/,[DataStore_BDD_Std_UIO] ecbrprpocq03/,RFC 2025-001385 servidor temporal de base de datos sql server 2019 requerido para las pruebas en Agencia para el proyecto Migración Core Siglo 21,,DCP,Cluster_Quito,ecbrprsx15.bgr.com,Microsoft Windows Server 2022 (64-bit),Microsoft Windows Server 2022 (64-bit),vm-57944,422eb6b1-0977-1bbb-d6d9-2b6dd53fa44b,VMware vCenter Server 8.0.3 build-24322831,,,172.20.1.174,172.20.1.174
ecbrprq21,poweredOn,False,False,green,ECBRPRQ21.bgr.com,connected,running,green,False,2024-06-23 22:11:48,,2020-05-20 14:47:14,2025-06-18 20:02:06,4,11264,0,6,intel-haswell,normal,,True,172.20.1.129,,,,,,,,,,,/DCP/Cluster_Quito/Resources,/DCP,,True,notConfigured,gray,-1,-1,849938,600216,600197,,,,,,False,0,10000,False,False,bios,7,none,never,,[DataStore_BDD_Std_UIO] ecbrprq21/ecbrprq21.vmx,[DataStore_BDD_Std_UIO] ecbrprq21/,[DataStore_BDD_Std_UIO] ecbrprq21/,[DataStore_BDD_Std_UIO] ecbrprq21/,,"Sun Jul  6 17:00:12 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_BDD_Std_noCL",DCP,Cluster_Quito,ecbrprsx18.bgr.com,Microsoft Windows Server 2008 R2 (64-bit),Microsoft Windows Server 2008 R2 (64-bit),vm-1685,420b0e1a-af50-f799-c953-e1b2bc35cffe,VMware vCenter Server 8.0.3 build-24322831,,,172.20.1.174,172.20.1.174
ecbrprq23,poweredOff,False,False,green,ECBRPRQ23.bgr.com,connected,notRunning,gray,False,,,2022-01-18 12:58:08,2025-06-17 22:15:18,2,16384,0,6,,normal,True,True,,,,,,,,,,,,/DCP/Cluster_Quito/Resources,/DCP,,,notConfigured,gray,-1,-1,1983109,1856411,1856395,,,,,,False,0,10000,False,False,bios,13,none,never,,[DataStore_BDD_Ent_UIO] poc_ecbrprq23/poc_ecbrprq23.vmx,[DataStore_BDD_Ent_UIO] poc_ecbrprq23/,[DataStore_BDD_Ent_UIO] poc_ecbrprq23/,[DataStore_BDD_Ent_UIO] poc_ecbrprq23/,"17/06/2025 apagado solicitado en el RFC 2025-001072 por Rodas Mahauad, Rosita Yalile","Tue Jun 17 20:00:15 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_01",DCP,Cluster_Quito,ecbrprsx15.bgr.com,Microsoft Windows Server 2008 R2 (64-bit),Microsoft Windows Server 2008 R2 (64-bit),vm-5391,422e8f5d-997d-60aa-43b8-fe27dace0ab2,VMware vCenter Server 8.0.3 build-24322831,,,172.20.1.174,172.20.1.174
ecbrprq24,poweredOn,False,False,green,ECBRPRQ24.bgr.com,connected,running,green,False,2025-02-15 15:47:50,,2020-06-20 14:09:31,2025-07-01 20:36:33,8,36864,0,8,intel-haswell,normal,,True,172.20.1.93,,,,,,,,,,,/DCP/Cluster_Quito/Resources,/DCP,,True,notConfigured,gray,-1,-1,2375697,2054154,2054137,,,,,,False,0,10000,False,False,bios,7,none,never,,[DataStore_BDD_Ent_UIO] ecbrprq24/ecbrprq24.vmx,[DataStore_BDD_Ent_UIO] ecbrprq24/,[DataStore_BDD_Ent_UIO] ecbrprq24/,[DataStore_BDD_Ent_UIO] ecbrprq24/,,"Tue Jul  8 20:00:13 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_01",DCP,Cluster_Quito,ecbrprsx18.bgr.com,Microsoft Windows Server 2008 R2 (64-bit),Microsoft Windows Server 2008 R2 (64-bit),vm-3503,564da612-00af-6510-f0e7-8a60ac053eda,VMware vCenter Server 8.0.3 build-24322831,,,172.20.1.174,172.20.1.174
ecbrprq25,poweredOff,False,False,green,,connected,notRunning,gray,False,,,2020-05-21 13:57:14,2025-06-22 19:55:36,4,12288,0,4,,normal,,True,,,,,,,,,,,,/DCP/Cluster_Quito/Resources,/DCP,,,notConfigured,gray,-1,-1,785660,327502,327491,,,,,,False,0,10000,False,False,bios,7,none,never,,[DataStore_BDD_Std_UIO] ecbrprq25/ecbrprq25.vmx,[DataStore_BDD_Std_UIO] ecbrprq25/,[DataStore_BDD_Std_UIO] ecbrprq25/,[DataStore_BDD_Std_UIO] ecbrprq25/,"Apagado RFC 2025-001016 lista de observados 16 de mayo 2025 Apagado REQ 2024-073561, RFC 2025-001016 PRY_BGR_SOSTENIBILIDAD 13-06-2025","Fri Jun 13 20:00:13 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_01",DCP,Cluster_Quito,ecbrprsx20.bgr.com,Microsoft Windows Server 2008 R2 (64-bit),,vm-1679,564d05af-1deb-3b6d-bfe2-7e5eb11a9521,VMware vCenter Server 8.0.3 build-24322831,,,172.20.1.174,172.20.1.174
ecbrprq30,poweredOn,False,False,green,ECBRPRQ30.bgr.com,connected,running,green,False,2023-10-21 14:40:39,,2020-05-21 16:51:48,2025-06-18 20:02:45,8,57344,0,3,intel-haswell,normal,True,True,172.20.1.12,,,,,,,,,,,/DCP/Cluster_Quito/Resources,/DCP,,True,notConfigured,gray,-1,-1,2757431,2239095,2239091,,,,,,False,0,10000,False,False,bios,8,none,never,,[DataStore_BDD_Std_UIO] ecbrprq30/ecbrprq30.vmx,[DataStore_BDD_Std_UIO] ecbrprq30/,[DataStore_BDD_Std_UIO] ecbrprq30/,[DataStore_BDD_Std_UIO] ecbrprq30/,,"Sun Jul  6 17:00:10 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_BDD_Std_noCL",DCP,Cluster_Quito,ecbrprsx18.bgr.com,Microsoft Windows Server 2008 R2 (64-bit),Microsoft Windows Server 2008 R2 (64-bit),vm-1682,423eff83-457c-d9c1-af00-d06f1ae00b49,VMware vCenter Server 8.0.3 build-24322831,,,172.20.1.174,172.20.1.174
ecbrprq35,poweredOff,False,False,green,,connected,notRunning,gray,False,,,2020-05-19 16:41:51,2025-06-21 15:25:35,2,12288,0,3,,normal,True,True,,,,,,,,,,,,/DCP/Cluster_Quito/Resources,/DCP,,,notConfigured,gray,-1,-1,242928,189247,189228,,,,,,False,0,10000,False,False,bios,8,none,never,,[DataStore_BDD_Std_UIO] ecbrprq35/ecbrprq35.vmx,[DataStore_BDD_Std_UIO] ecbrprq35/,[DataStore_BDD_Std_UIO] ecbrprq35/,[DataStore_BDD_Std_UIO] ecbrprq35/,"RFC 2025-001061, marte 3 de junio 20:00 a 21:00","Sun Jul  6 17:00:10 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_BDD_Std_noCL",DCP,Cluster_Quito,ecbrprsx16.bgr.com,Microsoft Windows Server 2012 (64-bit),,vm-1606,423e778e-21f8-d503-5c6a-d1a1a97f9028,VMware vCenter Server 8.0.3 build-24322831,,,172.20.1.174,172.20.1.174
ecbrprq37,poweredOn,False,False,green,ecbrprq37.bgr.com,connected,running,green,False,2024-10-08 21:38:17,,2020-06-20 23:00:02,2025-07-09 01:00:46,4,4096,0,4,intel-haswell,normal,,True,172.20.1.42,,,,,,,,,,,/DCP/Cluster_Quito/Resources,/DCP,,True,notConfigured,gray,-1,-1,860184,772151,772127,,,,,,False,0,10000,False,False,bios,8,none,never,,[DataStore_BDD_Ent_UIO] ecbrprq37/ecbrprq37.vmx,[DataStore_BDD_Ent_UIO] ecbrprq37/,[DataStore_BDD_Ent_UIO] ecbrprq37/,[DataStore_BDD_Ent_UIO] ecbrprq37/,,"Sun Jul  6 12:00:16 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_BDD_Ent_noCL",DCP,Cluster_Quito,ecbrprsx19.bgr.com,Microsoft Windows Server 2003 (64-bit),Microsoft Windows Server 2003 Standard (32-bit),vm-3575,423eed2e-d270-7e78-1d96-c96114d6f84c,VMware vCenter Server 8.0.3 build-24322831,,,172.20.1.174,172.20.1.174
ecbrprq38,poweredOn,False,False,green,ECBRPRQ38.bgr.com,connected,running,green,False,2025-06-24 20:12:53,,2023-04-19 14:13:01,2025-07-07 16:47:01,4,30720,0,4,intel-haswell,normal,True,True,172.20.167.62,,,,,,,,,,,/DCP/Cluster_Quito/Resources,/DCP,,True,notConfigured,gray,-1,-1,583691,133667,133656,,,,,,False,0,10000,False,False,bios,19,success,never,,[DataStore_BDD_Std_UIO] POC_ECBRPRQ38_IDERA/POC_ECBRPRQ38_IDERA.vmx,[DataStore_BDD_Std_UIO] POC_ECBRPRQ38_IDERA/,[DataStore_BDD_Std_UIO] POC_ECBRPRQ38_IDERA/,[DataStore_BDD_Std_UIO] POC_ECBRPRQ38_IDERA/,Parches 07/02/2023,"Tue Jul  8 20:00:18 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_01",DCP,Cluster_Quito,ecbrprsx18.bgr.com,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2019 (64-bit),vm-7595,422e9258-c04f-7a70-53d4-1715b596fd62,VMware vCenter Server 8.0.3 build-24322831,,,172.20.1.174,172.20.1.174
ecbrprq44,poweredOn,False,False,green,ecbrprq44.bgr.com,connected,running,green,False,2025-02-15 15:47:50,,2020-05-19 15:04:09,2025-07-07 16:49:48,8,30720,0,4,intel-haswell,normal,True,True,172.20.167.63,,,,,,,,,,,/DCP/Cluster_Quito/Resources,/DCP,,True,notConfigured,gray,-1,-1,1126420,817923,817903,,,,,,False,0,10000,False,False,bios,8,none,never,,[DataStore_BDD_Std_UIO] ecbrprq44/ecbrprq44.vmx,[DataStore_BDD_Std_UIO] ecbrprq44/,[DataStore_BDD_Std_UIO] ecbrprq44/,[DataStore_BDD_Std_UIO] ecbrprq44/,,"Sun Jul  6 17:00:14 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_BDD_Std_noCL",DCP,Cluster_Quito,ecbrprsx15.bgr.com,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-1529,423eb1f3-69e0-6331-e0d4-2efecef4122e,VMware vCenter Server 8.0.3 build-24322831,,,172.20.1.174,172.20.1.174
ecbrprq45,poweredOn,False,False,green,ecbrprq45.bgr.com,connected,running,green,False,2023-10-21 14:39:33,,2020-06-22 19:20:42,2025-07-07 16:46:20,16,24576,0,16,intel-haswell,normal,True,True,172.20.167.64,,,,,,,,,,,/DCP/Cluster_Quito/Resources,/DCP,,True,notConfigured,gray,-1,-1,7393288,5856793,5856785,,,,,,False,0,10000,False,False,bios,8,none,never,,[DataStore_BDD_Ent_UIO] ecbrprq45/ecbrprq45.vmx,[DataStore_BDD_Ent_UIO] ecbrprq45/,[DataStore_BDD_Ent_UIO] ecbrprq45/,[DataStore_BDD_Ent_UIO] ecbrprq45/,,"Sun Jul  6 12:00:24 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_BDD_Ent_noCL",DCP,Cluster_Quito,ecbrprsx18.bgr.com,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-3650,423e2bc3-acb4-46ab-1733-f3260bf3ee89,VMware vCenter Server 8.0.3 build-24322831,,,172.20.1.174,172.20.1.174
ecbrprq46,poweredOn,False,False,green,ecbrprq46.bgr.com,connected,running,green,False,2025-02-15 15:47:50,,2020-06-18 19:02:33,2025-07-07 16:45:42,8,24576,0,5,intel-haswell,normal,True,True,172.20.167.65,,,,,,,,,,,/DCP/Cluster_Quito/Resources,/DCP,,True,notConfigured,gray,-1,-1,910061,435340,435335,,,,,,False,600,10000,False,False,bios,8,none,never,,[DataStore_BDD_Ent_UIO] ecbrprq46/ecbrprq46.vmx,[DataStore_BDD_Ent_UIO] ecbrprq46/,[DataStore_BDD_Ent_UIO] ecbrprq46/,[DataStore_BDD_Ent_UIO] ecbrprq46/,,"Sun Jul  6 12:00:21 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_BDD_Ent_noCL",DCP,Cluster_Quito,ecbrprsx20.bgr.com,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-3116,423e3518-7f36-5c91-ef30-212e566a62df,VMware vCenter Server 8.0.3 build-24322831,,,172.20.1.174,172.20.1.174
ecbrprq48,poweredOn,False,False,green,ecbrprq48.bgr.com,connected,running,green,False,2021-04-26 04:12:10,,2020-06-15 20:13:36,2025-07-09 00:57:32,2,12288,0,3,intel-haswell,normal,True,True,172.20.167.66,,,,,,,,,,,/DCP/Cluster_Quito/Resources,/DCP,,True,notConfigured,gray,-1,-1,358402,290394,290392,,,,,,False,0,10000,False,False,bios,8,none,never,,[DataStore_BDD_Ent_UIO] ecbrprq48/ecbrprq48.vmx,[DataStore_BDD_Ent_UIO] ecbrprq48/,[DataStore_BDD_Ent_UIO] ecbrprq48/,[DataStore_BDD_Ent_UIO] ecbrprq48/,,"Sun Jul  6 12:00:19 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_BDD_Ent_noCL",DCP,Cluster_Quito,ecbrprsx14.bgr.com,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-3038,423e860f-a647-7fac-041c-3d1d816e193e,VMware vCenter Server 8.0.3 build-24322831,,,172.20.1.174,172.20.1.174
ecbrprq49,poweredOn,False,False,green,ecbrprq49.bgr.com,connected,running,green,False,2023-10-21 14:39:59,,2020-06-14 09:58:16,2025-07-04 13:54:04,4,16384,0,3,intel-haswell,normal,True,True,172.20.167.67,,,,,,,,,,,/DCP/Cluster_Quito/Resources,/DCP,,True,notConfigured,gray,-1,-1,665620,448019,447999,,,,,,False,0,10000,False,False,bios,8,none,never,,[DataStore_BDD_Ent_UIO] ecbrprq49/ecbrprq49.vmx,[DataStore_BDD_Ent_UIO] ecbrprq49/,[DataStore_BDD_Ent_UIO] ecbrprq49/,[DataStore_BDD_Ent_UIO] ecbrprq49/,,"Sun Jul  6 12:00:17 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_BDD_Ent_noCL",DCP,Cluster_Quito,ecbrprsx18.bgr.com,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-2784,423e225c-7994-2714-1c58-b8e25d1517d8,VMware vCenter Server 8.0.3 build-24322831,,,172.20.1.174,172.20.1.174
ecbrprq50,poweredOn,False,False,green,ecbrprq50.bgr.com,connected,running,green,False,2021-06-18 08:21:58,,2020-05-19 16:15:25,2025-07-04 13:45:10,8,18432,0,2,intel-haswell,normal,True,True,172.20.167.68,,,,,,,,,,,/DCP/Cluster_Quito/Resources,/DCP,,True,notConfigured,gray,-1,-1,460803,387366,387363,,,,,,False,0,10000,False,False,bios,8,none,never,,[DataStore_BDD_Std_UIO] ecbrprq50/ecbrprq50.vmx,[DataStore_BDD_Std_UIO] ecbrprq50/,[DataStore_BDD_Std_UIO] ecbrprq50/,[DataStore_BDD_Std_UIO] ecbrprq50/,,"Sun Jul  6 17:00:10 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_BDD_Std_noCL",DCP,Cluster_Quito,ecbrprsx21.bgr.com,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-1605,423e80dd-bd36-45e5-e57d-dc99b60d7706,VMware vCenter Server 8.0.3 build-24322831,,,172.20.1.174,172.20.1.174
ecbrprq52,poweredOn,False,False,green,ecbrprq52.bgr.com,connected,running,green,False,2023-10-21 14:40:09,,2020-06-15 19:41:15,2025-07-08 02:08:48,2,12288,0,3,intel-haswell,normal,True,True,172.20.167.69,,,,,,,,,,,/DCP/Cluster_Quito/Resources,/DCP,,True,notConfigured,gray,-1,-1,471057,167252,167234,,,,,,False,0,10000,False,False,bios,8,none,never,,[DataStore_BDD_Ent_UIO] ecbrprq52/ecbrprq52.vmx,[DataStore_BDD_Ent_UIO] ecbrprq52/,[DataStore_BDD_Ent_UIO] ecbrprq52/,[DataStore_BDD_Ent_UIO] ecbrprq52/,,"Sun Jul  6 12:00:20 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_BDD_Ent_noCL",DCP,Cluster_Quito,ecbrprsx14.bgr.com,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-3039,423ec830-8a05-8553-ea79-8508c157e9b1,VMware vCenter Server 8.0.3 build-24322831,,,172.20.1.174,172.20.1.174
ecbrprq55,poweredOn,False,False,green,ecbrprq55.bgr.com,connected,running,green,False,2021-06-12 13:37:56,,2021-04-01 15:33:06,2025-07-08 01:00:13,4,13312,0,3,intel-haswell,normal,True,True,172.20.167.70,,,,,,,,,,,/DCP/Cluster_Quito/Resources,/DCP,,True,notConfigured,gray,-1,-1,460818,143952,143933,,,,,,False,0,10000,False,False,bios,8,none,never,,[DataStore_BDD_Ent_UIO] ecbrprtempbdd01/ecbrprtempbdd01.vmx,[DataStore_BDD_Ent_UIO] ecbrprtempbdd01/,[DataStore_BDD_Ent_UIO] ecbrprtempbdd01/,[DataStore_BDD_Ent_UIO] ecbrprtempbdd01/,,"Sun Jul  6 12:00:20 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_BDD_Ent_noCL",DCP,Cluster_Quito,ecbrprsx20.bgr.com,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-4202,422ee386-7506-8060-a120-da421dd8b299,VMware vCenter Server 8.0.3 build-24322831,,,172.20.1.174,172.20.1.174
ecbrprq58,poweredOn,False,False,green,ecbrprq58.bgr.com,connected,running,green,False,2025-07-08 22:45:36,,2022-01-17 14:44:51,2025-07-04 12:45:51,12,65536,0,12,intel-haswell,normal,True,True,172.20.1.89,,,,,,,,,,,/DCP/Cluster_Quito/Resources,/DCP,,True,notConfigured,gray,-1,-1,3511686,1952074,1951343,,,,,,False,0,10000,False,False,bios,13,none,never,,[DataStore_BDD_Ent_UIO] ecbrprq58/ecbrprq58.vmx,[DataStore_BDD_Ent_UIO] ecbrprq58/,[DataStore_BDD_Ent_UIO] ecbrprq58/,[DataStore_BDD_Ent_UIO] ecbrprq58/,,"Sun Jul  6 12:00:16 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_BDD_Ent_noCL",DCP,Cluster_Quito,ecbrprsx19.bgr.com,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2019 (64-bit),vm-5387,422e9cf0-b607-0010-21e1-9399a2f5ec5e,VMware vCenter Server 8.0.3 build-24322831,,,172.20.1.174,172.20.1.174
ecbrprq59,poweredOn,False,False,green,ecbrprq59.bgr.com,connected,running,green,False,2025-05-11 00:48:00,,2022-05-30 10:47:11,2025-07-04 12:44:36,8,20480,0,6,intel-haswell,normal,True,True,172.20.167.72,,,,,,,,,,,/DCP/Cluster_Quito/Resources,/DCP,,True,notConfigured,gray,-1,-1,552964,337322,337317,,,,,,False,0,10000,False,False,bios,13,none,never,,[DataStore_BDD_Std_UIO] ecbrprq59_1/ecbrprq59.vmx,[DataStore_BDD_Std_UIO] ecbrprq59_1/,[DataStore_BDD_Std_UIO] ecbrprq59_1/,[DataStore_BDD_Std_UIO] ecbrprq59_1/,,"Sun Jul  6 17:00:13 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_BDD_Std_noCL",DCP,Cluster_Quito,ecbrprsx20.bgr.com,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2019 (64-bit),vm-5714,422e528b-8e3f-5687-6e15-66d45ec796a1,VMware vCenter Server 8.0.3 build-24322831,,,172.20.1.174,172.20.1.174
ecbrprq62,poweredOn,False,False,green,ecbrprq62.bgr.com,connected,running,green,False,2025-05-18 02:36:45,,2023-08-08 14:44:36,2025-07-04 12:28:03,2,16384,0,5,intel-haswell,normal,True,True,172.20.167.74,,,,,,,,,,,/DCP/Cluster_Quito/Resources,/DCP,,True,notConfigured,gray,-1,-1,634882,382824,382822,,,,,,False,0,10000,False,False,bios,19,none,never,,[DataStore_BDD_Ent_UIO] ecbrprq62-New/ecbrprq62.vmx,[DataStore_BDD_Ent_UIO] ecbrprq62-New/,[DataStore_BDD_Ent_UIO] ecbrprq62-New/,[DataStore_BDD_Ent_UIO] ecbrprq62-New/,,"Sun Jul  6 12:00:19 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_BDD_Ent_noCL",DCP,Cluster_Quito,ecbrprsx15.bgr.com,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-10167,4c43efd1-098b-45a8-8745-55e78037bfff,VMware vCenter Server 8.0.3 build-24322831,,,172.20.1.174,172.20.1.174
ecbrprq64,poweredOn,False,False,green,ecbrprq64.bgr.com,connected,running,green,False,2025-05-17 20:53:15,,2023-03-02 13:52:56,2025-07-08 01:20:46,16,18432,0,8,intel-haswell,normal,True,True,172.20.167.75,,,,,,,,,,,/DCP/Cluster_Quito/Resources,/DCP,,True,notConfigured,gray,-1,-1,1863682,1403913,1403910,,,,,,False,0,10000,False,False,bios,13,none,never,,[DataStore_BDD_Ent_UIO] ecbrprq64/ecbrprq64.vmx,[DataStore_BDD_Ent_UIO] ecbrprq64/,[DataStore_BDD_Ent_UIO] ecbrprq64/,[DataStore_BDD_Ent_UIO] ecbrprq64/,,"Sun Jul  6 12:00:19 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_BDD_Ent_noCL",DCP,Cluster_Quito,ecbrprsx14.bgr.com,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2019 (64-bit),vm-7500,422e6639-3aa6-32e6-3707-b7f5ddf7c234,VMware vCenter Server 8.0.3 build-24322831,,,172.20.1.174,172.20.1.174
